CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5226228,10/26/15 14:49,10/29/15 12:00,10/29/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:dead tree.   BUF Action:Inspect. date completed - 10/29/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"429 VERMONT ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.764288363557, -122.404245203306)",Voice In,
5225840,10/26/15 13:18,10/26/15 21:27,10/26/15 21:27,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1966 UNION ST, SAN FRANCISCO, CA, 94123",2,Union Street,"(37.797685641845, -122.431673975495)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562e8aa9df865765f7484b19/report.jpg
5225793,10/26/15 13:08,12/10/15 7:44,12/10/15 7:44,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"3601 CABRILLO ST, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.773699163337, -122.497384558811)",Voice In,
5225666,10/26/15 12:36,10/30/15 1:59,10/30/15 1:59,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of GREENWICH ST and LAGUNA ST,2,Union Street,"(37.7995789481866, -122.430935119508)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562e80d1df865765f7484a30/report.jpg
5225525,10/26/15 12:02,10/29/15 12:00,10/29/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:trees topped by PGE for high voltage lines. are overhanging roof..   BUF Action:Inspect. date completed - 10/29/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Hitting_window_or_building,"1190 THOMAS AVE, SAN FRANCISCO, CA, 94124",10,Hunters Point,"(37.726162075297, -122.383526943212)",Web Self Service,
5225367,10/26/15 11:23,11/4/15 10:23,11/4/15 10:23,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Damaged_Tree,About_to_fall,"4308 17TH ST, SAN FRANCISCO, CA, 94114",8,Corona Heights,"(37.762253076981, -122.440712664578)",Voice In,
5225204,10/26/15 10:59,12/11/15 10:17,12/11/15 10:17,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Restake_tree,"700 CABRILLO ST, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.775383257524, -122.466286335367)",Voice In,
5225160,10/26/15 10:53,,10/26/15 10:55,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Other_enter_additional_details_below,"2974 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.748441709277, -122.409140554766)",Voice In,
5224683,10/26/15 9:27,10/27/15 2:33,10/27/15 2:33,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"1735 FRANKLIN ST, SAN FRANCISCO, CA, 94109",2,Pacific Heights,"(37.790681834105, -122.424218647096)",Voice In,
5224651,10/26/15 9:22,10/27/15 12:00,10/27/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 10/27/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"3382 18TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761982894294, -122.419113487997)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562e5363df865765f748444d/photo_20151026_092232.jpg
5224638,10/26/15 9:19,10/26/15 21:28,10/26/15 21:28,Closed,Case Completed - resolved: rec park maintained,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of 15TH AVE and NORIEGA ST,7,Golden Gate Heights,"(37.7543887958641, -122.472124458342)",Web Self Service,
5224613,10/26/15 9:15,10/28/15 6:21,10/28/15 6:21,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of JUNIPERO SERRA BLVD and WINSTON DR,7,Stonestown,"(37.7268209410153, -122.47237929479)",Voice In,
5224596,10/26/15 9:11,,10/26/15 9:14,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,Intersection of JUNIPERO SERRA BLVD and WINSTON DR,7,Stonestown,"(37.7268209410153, -122.47237929479)",Voice In,
5224180,10/26/15 8:04,10/27/15 12:18,10/27/15 12:18,Closed,Case Completed - resolved: very good question. will look into getting trees planted. it looks like 13 empty basins here.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"267 GUERRERO ST, SAN FRANCISCO, CA, 94103",8,Mission Dolores,"(37.76685106137, -122.424182814842)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562e411edf865765f7484120/191730.jpg
5224171,10/26/15 8:02,10/26/15 10:49,10/26/15 10:49,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"230 HARTFORD ST, SAN FRANCISCO, CA, 94114",8,Eureka Valley,"(37.758842837739, -122.433764769015)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562e40b5df865765f74840fb/report.jpg
5224144,10/26/15 7:57,,10/26/15 10:00,Open,accepted,DPW BSM Queue,Tree Maintenance,Trees - Landscaping,Other,"4062 19TH ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.759444766227, -122.43410306547)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562e3f79df865765f74840a5/report.jpg
5224011,10/26/15 7:20,10/27/15 2:25,10/27/15 2:25,Closed,Case Completed - resolved: sf city college stump grind plant bronze loquate,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of COLTON ST and GOUGH ST,6,South of Market,"(37.7723437808072, -122.421068021426)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562e36d1df865765f7483ed6/photo_20151026_071956.jpg
5223982,10/26/15 7:09,,10/26/15 7:09,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"110 GOUGH ST, SAN FRANCISCO, CA, 94102",5,Civic Center,"(37.774270868694, -122.422304848773)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562e3450df865765f7483e62/photo_20151026_070954.jpg
5223381,10/25/15 17:22,10/27/15 2:31,10/27/15 2:31,Closed,Case Completed - resolved: Request Letter Sent.   a letter was sent to owner 2 weeks ago.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"309 HOLLY PARK CIR, SAN FRANCISCO, CA, 94110",9,Holly Park,"(37.736961158736, -122.418737785535)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562d725bdf8666a7e7ebc197/report.jpg
5223256,10/25/15 16:14,,10/25/15 16:17,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"201 SAN FERNANDO WAY, SAN FRANCISCO, CA, 94127",7,Balboa Terrace,"(37.732956740427, -122.469434817795)",Voice In,
5223018,10/25/15 14:23,10/28/15 9:29,10/28/15 9:29,Closed,"Case Completed - resolved: 2 traaffic signals are visible, 3rd is visible at least a hlf block away.",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_traffic_signal,Intersection of PARK PRESIDIO BLVD and FULTON ST,1,Golden Gate Park,"(37.773138970433, -122.471761998548)",Voice In,
5222990,10/25/15 14:11,10/26/15 8:28,10/26/15 8:28,Closed,"Case Completed - resolved: Request Letter Sent.   Tree there first, you should request that SFMTA move the sign",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of EUCALYPTUS DR and JUNIPERO SERRA BLVD,7,Merced Manor,"(37.7310600823514, -122.472132100298)",Voice In,
5222981,10/25/15 14:04,10/28/15 11:27,10/28/15 11:27,Closed,Case Completed - resolved: letter recently sent to property owner,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of QUINTARA ST and 20TH AVE,4,Parkside,"(37.7485979888075, -122.477153763005)",Voice In,
5222968,10/25/15 14:02,10/26/15 8:26,10/26/15 8:26,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of QUINTARA ST and 17TH AVE,7,Golden Gate Heights,"(37.748739397447, -122.47394572693)",Voice In,
5222963,10/25/15 13:59,12/1/15 12:46,12/1/15 12:46,Closed,Case Completed - resolved: Monday 11/2,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of ANZA ST and 11TH AVE,1,Inner Richmond,"(37.7788490400683, -122.46949477463)",Voice In,
5222953,10/25/15 13:56,10/26/15 8:27,10/26/15 8:27,Closed,Case Completed - resolved: topping trees is illegal . please send us the ordinance that states stop sign must be visible from an entire block,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 18TH AVE and QUINTARA ST,7,Golden Gate Heights,"(37.7486923315519, -122.475016920321)",Voice In,
5222629,10/25/15 11:18,,10/31/15 15:41,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1835 HAIGHT ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.768921992632, -122.452619949133)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562d1d1cdf8666a7e7ebbc96/report.jpg
5222596,10/25/15 11:00,10/28/15 11:23,10/28/15 11:23,Closed,"Case Completed - resolved: will need to monitor, drought stress and autumn, tree going into dormancy. Looks like 1358-60.",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1364 24TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.762124953794, -122.482259796988)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562d18e8df8666a7e7ebbc6a/report.jpg
5222316,10/25/15 8:43,10/27/15 12:00,10/27/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created. The location of utilities will not allow a new tree.   BUF Action:Inspect. date completed - 10/27/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"2673 22ND ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.756029084877, -122.408010173591)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562cf8c4df8666a7e7ebb89e/191595.jpg
5222208,10/25/15 7:26,11/2/15 6:49,11/2/15 6:49,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,Intersection of GRAND VIEW AVE and 21ST ST,8,Eureka Valley,"(37.755227805071, -122.440345066162)",Voice In,
5222171,10/25/15 6:25,10/27/15 2:41,10/27/15 2:41,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1098 MARKET ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.781430576186, -122.411781286463)",Integrated Agency,
5221346,10/24/15 15:58,10/25/15 10:44,10/25/15 10:44,Closed,"Case Completed - resolved: leaf drop does not validate a reason to prune a healthy tree, pruning can be stressful to the tree and must be done for structure. the tree is privately maintained and must be pruned by property owner.",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"152 LANGTON ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.77558241764, -122.407585211869)",Voice In,
5221007,10/24/15 13:38,10/25/15 10:46,10/25/15 10:46,Closed,Case Completed - resolved: Tree is privately maintained and the property owner must apply. the property owner is responsible for keeping the sidewalk clean.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"120 LANGTON ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.775864406643, -122.407940800111)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/562be3d3df8666a7e7ebafb1/report.jpg
5220161,10/24/15 7:55,10/26/15 8:43,10/26/15 8:43,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1466 CHESTNUT ST, SAN FRANCISCO, CA, 94123",2,Marina,"(37.802068661703, -122.427502863131)",Voice In,
5219660,10/23/15 18:41,10/26/15 8:48,10/26/15 8:48,Closed,Case Completed - resolved: basin location doesn't appear to match 2015 Steiner can you type in actual address,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"2015 STEINER ST, SAN FRANCISCO, CA, 94115",2,Lower Pacific Heights,"(37.787912976576, -122.435465793409)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562ae1d5df8666a7e7eba4b7/report.jpg
5217228,10/23/15 8:41,10/25/15 10:42,10/25/15 10:42,Closed,Case Completed - resolved: Request Letter Sent.   privately maintained by Hall of Justice their responsibility not Public Works,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of 7TH ST and I-80 E OFF RAMP,6,South of Market,"(37.7748349964738, -122.405443870253)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562a5534df8666a7e7eb91bb/report.jpg
5214622,10/22/15 12:19,10/26/15 2:55,10/26/15 2:55,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"426 BOSWORTH ST, SAN FRANCISCO, CA, 94112",8,St. Mary's Park,"(37.733231985971, -122.431297424179)",Voice In,
5213327,10/22/15 7:53,10/25/15 10:42,10/25/15 10:42,Closed,Case Completed - resolved: PGE is responsible and only high voltage needs tree pruning,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of BRYANT ST and MAIN ST,6,South Beach,"(37.7868986102984, -122.38877960071)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5628f85fdf8666a7e7eb7788/photo_20151022_075155.jpg
5130323,9/25/15 1:53,10/26/15 7:49,10/26/15 7:49,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1400 BROADWAY, SAN FRANCISCO, CA, 94109",3,Polk Gulch,"(37.796284585234, -122.420320193651)",Integrated Agency,
5230790,10/27/15 20:48,,10/27/15 20:48,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of 18TH ST and DOLORES ST,8,Mission Dolores,"(37.7614270873961, -122.426076474954)",Integrated Agency,
5230724,10/27/15 19:48,,10/27/15 20:57,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of 18TH ST and DOLORES ST,8,Mission Dolores,"(37.7614270873961, -122.426076474954)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/562fce5adf865765f7486163/report.jpg
5230470,10/27/15 17:34,11/9/15 12:03,11/9/15 12:03,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"477 BRYANT ST, SAN FRANCISCO, CA, 94107",6,South Beach,"(37.781670360604, -122.395137021343)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5630184adf865765f7486c5c/report.jpg
5230444,10/27/15 17:27,11/20/15 12:00,11/20/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  BUF Action:Inspect. date completed - 11/20/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"660 BRYANT ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.778743563753, -122.399564263283)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/563016a6df865765f7486c21/report.jpg
5229954,10/27/15 15:32,11/3/15 10:30,11/3/15 10:30,Closed,Case Completed - resolved: applicant has applied to replant,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1855 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767442202896, -122.413937389764)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562ffb85df865765f7486927/report.jpg
5229932,10/27/15 15:28,11/3/15 10:30,11/3/15 10:30,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1779 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.768668936787, -122.415445095586)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562ffa9cdf865765f74868f6/report.jpg
5229718,10/27/15 14:37,,10/27/15 19:24,Open,in progress,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,"31 CANYON DR, SAN FRANCISCO, CA, 94112",11,Crocker Amazon,"(37.708789714263, -122.430739603823)",Voice In,
5229602,10/27/15 14:14,10/28/15 10:28,10/28/15 10:28,Closed,Case Completed - resolved: fine process already initiated,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"65 VALLEY ST, SAN FRANCISCO, CA, 94110",8,Noe Valley,"(37.744572954807, -122.423558704194)",Voice In,
5229372,10/27/15 13:31,,10/28/15 10:29,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"2072 ELLIS ST, SAN FRANCISCO, CA, 94115",5,Anza Vista,"(37.781472498746, -122.440343052485)",Voice In,
5229331,10/27/15 13:25,10/28/15 12:00,10/28/15 12:00,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,"1699 VAN NESS AVE, SAN FRANCISCO, CA, 94109",2,Pacific Heights,"(37.791020649649, -122.422697338796)",Voice In,
5229251,10/27/15 13:14,11/6/15 1:27,11/6/15 1:27,Closed,Case Completed - resolved: Why? No clearance infractions.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of 20TH AVE and IRVING ST,4,Outer Sunset,"(37.7635147100819, -122.478190924274)",Voice In,
5229187,10/27/15 13:02,,10/27/15 13:04,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,Intersection of JONES ST and GREEN ST,3,Russian Hill,"(37.7986801988353, -122.415572228654)",Voice In,
5229094,10/27/15 12:45,,10/27/15 14:33,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of DOLORES ST and 17TH ST,8,Mission Dolores,"(37.7630307317627, -122.426228432695)",Voice In,
5229082,10/27/15 12:43,,10/27/15 12:48,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Sewer_damage_tree_roots,"643 OAK ST, SAN FRANCISCO, CA, 94117",5,Lower Haight,"(37.773957782822, -122.429913657421)",Voice In,
5229071,10/27/15 12:41,,10/27/15 12:46,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_sidewalk,Intersection of OCTAVIA ST and BUSH ST,5,Cathedral Hill,"(37.7878623803001, -122.426864580701)",Voice In,
5229045,10/27/15 12:37,10/30/15 1:03,10/30/15 1:03,Closed,"Case Completed - resolved: this appears to be a privately maintained tree planted bu FUF. property owner will need to submit a tree removal application. tree not quite dead, being shaded out by neighbors tree.",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"2793 PINE ST, SAN FRANCISCO, CA, 94115",2,Lower Pacific Heights,"(37.786807681297, -122.441652040969)",Voice In,
5228935,10/27/15 12:14,11/2/15 6:56,11/2/15 6:56,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of RESTANI STWY and RESTANI WAY,11,Cayuga,"(37.7180942935936, -122.443778154413)",Voice In,
5228685,10/27/15 11:29,10/27/15 15:20,10/27/15 15:20,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"3103 CLAY ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.789392572679, -122.444189097869)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562fc284df865765f7485fd4/report.jpg
5228641,10/27/15 11:21,10/30/15 1:22,10/30/15 1:22,Closed,Case Completed - resolved: Request Letter Sent.   2835,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"2845 CLAY ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.789878699633, -122.439866600241)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562fc0d2df865765f7485f8d/report.jpg
